RecordID,carat,cut,color,clarity,depth,table,x,y,z,price
4571,0.23,Very Good,E,VVS2,61.6,61,3.92,3.97,2.43,505
4572,0.28,Good,F,VS1,58.3,58,4.33,4.35,2.53,487
4573,1.02,Very Good,J,SI2,63.1,58,6.38,6.34,4.01,3359
4574,0.34,Very Good,H,VS2,60,58,4.52,4.56,2.72,521
4575,0.41,Good,E,SI1,59.5,62,4.85,4.87,2.89,760
4576,0.38,Very Good,G,VS1,61.9,54,4.65,4.69,2.89,693
4580,1.09,Premium,G,VS1,62.5,59,6.57,6.54,4.1,6951
4582,0.28,Very Good,E,VVS2,60,56,4.26,4.28,2.56,642
4583,0.72,Ideal,H,VVS1,60.8,58,5.77,5.8,3.52,3180
4587,0.3,Ideal,G,VVS1,62,55,4.31,4.34,2.68,789
4595,0.3,Ideal,I,VVS2,,56,4.31,4.33,2.67,529
4596,0.44,Ideal,E,SI1,61.1,56,4.9,4.92,3,810
4598,1.4,Ideal,J,SI1,62.1,57,7.17,7.14,4.44,6350
4599,1.93,Very Good,I,SI1,62.8,58,7.89,7.97,4.98,13278
4602,0.31,Very Good,H,VS1,61.7,61,4.31,4.34,2.67,544
4606,0.42,Premium,G,SI1,62.7,58,4.79,4.75,2.99,882
4607,0.52,Ideal,D,VS1,61.3,56,5.21,5.22,3.2,2550
4611,1.11,Premium,F,SI1,60.1,61,6.74,6.64,4.06,5483
4615,0.3,Ideal,D,SI1,62.2,56,4.3,4.25,2.66,709
4618,0.71,Ideal,H,SI2,59.4,57,5.87,5.81,3.47,2258
4620,0.54,Very Good,I,SI1,,60,5.2,5.24,3.2,1079
4621,0.78,Ideal,E,VS2,62,55,5.89,5.95,3.67,3334
4624,0.43,Ideal,G,SI1,,57,4.84,4.87,2.98,790
4630,0.45,Ideal,F,SI1,60.8,56,4.97,4.93,3.01,930
4636,2.01,Very Good,H,SI1,62.2,60,8.05,8,4.99,17434
4638,1.27,Ideal,H,VS2,62.9,54,6.88,6.92,4.34,7937
4640,0.5,Very Good,E,VS2,60,63,5.12,5.08,3.06,1629
4643,1.12,Premium,H,SI1,61.2,59,6.69,6.65,4.08,4641
4644,0.59,Ideal,G,VS1,62.1,55,5.35,5.4,3.34,1916
4646,1.01,Ideal,G,VVS2,60.6,57,6.54,6.5,3.95,7167
4647,0.32,Ideal,H,SI1,61,56.6,4.4,4.43,2.7,471
4650,0.33,Ideal,H,VS2,60.7,55,4.48,4.51,2.73,551
4651,0.9,Good,F,VS2,63.8,55,6.09,6.13,3.9,4309
4652,0.71,Very Good,G,SI1,58.2,57,5.89,5.93,3.44,2039
4654,0.32,Ideal,H,IF,62,55,4.39,4.42,2.73,814
4658,1.2,Very Good,I,SI1,62.6,57,6.74,6.77,4.23,5476
4660,0.3,Premium,F,VS2,60.4,58,4.33,4.31,2.61,776
4663,1.04,Ideal,D,VVS2,60.9,57,6.54,6.6,4,11511
4664,0.91,Very Good,G,SI1,63.5,58,6.15,6.04,3.87,4081
4665,0.59,Ideal,G,VS1,61.3,55,5.42,5.44,3.33,2129
4666,0.36,Ideal,G,SI1,61.4,55,4.61,4.64,2.84,571
4669,0.55,Premium,G,SI1,60.2,59,5.32,5.28,3.19,1848
4671,0.93,Very Good,H,SI1,59.3,61,6.33,6.39,3.77,3838
4677,0.31,Very Good,F,VS1,60.6,55,4.41,4.43,2.67,675
4678,0.31,Very Good,E,SI1,63.3,55,4.36,4.33,2.75,698
4679,0.33,Ideal,H,VS2,61.2,55,4.47,4.45,2.73,668
4683,0.28,Ideal,F,IF,,55,4.2,4.17,2.61,828
4688,1.01,Good,G,VS2,62,61,6.29,6.38,3.93,5497
4689,1.03,Premium,G,VS2,62.3,57,6.51,6.43,4.03,6146
4692,1.02,Very Good,E,VS2,59.1,60,6.61,6.51,3.88,6762
4696,0.32,Premium,G,VS2,61.9,58,4.36,4.43,2.72,561
4702,2,Premium,H,SI2,62.8,57,8.05,8.01,5.04,11975
4704,0.55,Good,E,SI1,63.3,54,5.21,5.24,3.31,1138
4707,2.05,Good,G,SI2,63.7,61,7.99,8.03,5.1,16148
4710,0.91,Very Good,E,SI1,63.1,58,6.17,6.12,3.88,4434
4711,0.4,Very Good,D,SI2,63.4,56,4.73,4.67,2.98,855
4712,0.5,Very Good,E,VS2,63,58,5.07,5.09,3.2,1386
4713,1.21,Ideal,F,SI1,61.1,55,6.87,6.85,4.19,6659
4715,1.11,Premium,G,SI2,62.5,57,6.54,6.49,4.07,3804
4716,0.31,Premium,E,VVS1,62,59,4.34,4.3,2.68,1012
4717,1.11,Ideal,E,VS2,62.2,56,6.66,6.59,4.12,7459
4720,0.5,Very Good,F,VS2,60.6,59,5.03,5.13,3.08,1333
4724,0.34,Ideal,D,SI2,61.4,56,4.5,4.55,2.78,481
4727,0.8,Premium,G,VS1,62.5,58,5.9,5.94,3.7,3514
4728,0.33,Premium,E,SI1,59.6,60,4.51,4.48,2.68,545
4729,0.7,Premium,G,SI1,61.2,60,5.7,5.74,3.5,2042
4735,0.47,Ideal,J,SI1,61.9,55,5,5.05,3.11,740
4736,2,Ideal,J,VS2,61,57,8.08,8.13,4.94,14323
4737,0.41,Very Good,G,VVS2,61.1,55,4.8,4.82,2.94,932
4739,0.41,Ideal,E,VS1,62,55,4.77,4.74,2.95,1153
4742,0.7,Good,D,SI1,61.6,62,5.67,5.72,3.51,2570
4744,0.6,Ideal,E,SI1,61.4,58,5.44,5.47,3.35,1749
4746,1.01,Ideal,I,SI1,60.2,59,6.54,6.49,3.92,4241
4748,0.41,Premium,F,VVS2,60.1,59,4.82,4.79,2.89,1192
4753,0.4,Premium,F,VS2,61.6,58,4.8,4.75,2.94,1080
4755,0.9,Premium,G,VS2,60,59,6.3,6.23,3.76,4424
4756,0.31,Premium,E,SI1,62.7,58,4.35,4.32,2.72,605
4757,0.43,Premium,D,SI2,62.6,58,4.79,4.82,3.01,716
4761,0.7,Fair,G,SI2,58.6,56,5.8,5.74,3.38,2208
4762,1.21,Ideal,G,SI2,62,56,6.83,6.81,4.23,6017
4763,0.58,Ideal,E,VS2,62.1,55,5.35,5.34,3.32,1761
4765,0.3,Ideal,E,VVS2,61.5,55,4.33,4.35,2.67,731
4772,0.73,Ideal,I,VS2,62.1,54,5.79,5.8,3.6,2327
4774,0.31,Ideal,E,IF,61.9,55,4.38,4.41,2.72,1046
4779,0.4,Ideal,E,VS2,62.4,56,4.74,4.71,2.95,975
4780,0.33,Ideal,F,VS2,62.3,56,4.43,4.46,2.77,666
4781,0.51,Premium,F,SI2,62.8,60,5.1,5.03,3.18,1036
4782,1,Very Good,D,SI1,59.3,61,6.45,6.5,3.84,5987
4787,0.61,Very Good,G,VVS1,61.1,56,5.47,5.5,3.35,2569
4788,1.6,Very Good,H,VS1,61.2,58.6,7.48,7.63,4.62,12378
4789,0.55,Premium,G,SI1,,56,5.28,5.22,3.26,1321
4795,1.23,Very Good,J,VVS2,61.2,57,6.86,6.92,4.22,5665
4797,0.56,Ideal,H,VVS2,61.8,56,5.28,5.33,3.28,2118
4798,0.72,Ideal,G,SI2,60.8,57,5.79,5.82,3.52,2449
4799,0.31,Premium,G,SI1,60.7,60,4.34,4.36,2.64,462
4800,1.01,Good,F,SI2,63,60,6.28,6.35,3.98,3827
4801,1.01,Premium,D,SI1,62.9,59,6.43,6.39,4.03,5543
4804,1.1,Ideal,J,SI1,62.2,55,6.62,6.65,4.13,4275
4806,1.21,Ideal,D,VVS2,61.3,57,6.85,6.88,4.21,12375
4813,0.24,Ideal,F,VVS2,61.1,57,4.03,4.06,2.47,552
4816,0.79,Ideal,F,SI1,62.5,57,5.88,5.92,3.69,2976
4817,0.35,Premium,H,VS1,62.6,59,4.5,4.45,2.8,788
4818,0.46,Good,D,IF,58.6,59,5.06,5.11,2.98,2139
4821,1.01,Very Good,H,SI1,63.1,59,6.34,6.43,4.03,4705
4823,0.32,Ideal,I,IF,60.8,54,4.47,4.44,2.71,864
4826,1,Fair,F,SI2,65.5,56,6.3,6.19,4.09,3146
4827,0.92,Premium,E,SI2,61.7,59,6.18,6.27,3.84,4011
4828,0.3,Premium,F,VS2,60.7,58,4.32,4.35,2.63,605
4831,0.36,Ideal,G,VVS1,62.8,57,4.55,4.52,2.85,1053
4838,0.71,Ideal,D,VS2,63,56,5.69,5.65,3.58,3245
4839,1.11,Ideal,I,SI1,61.9,57,6.62,6.67,4.11,4709
4841,1.51,Good,I,VS1,62,56,7.23,7.29,4.5,9569
4848,0.51,Ideal,F,VVS2,62.2,55,5.12,5.11,3.18,1998
4854,0.31,Very Good,F,VVS1,61.8,59,4.33,4.36,2.69,830
4855,0.57,Very Good,G,SI2,60.5,56,5.41,5.44,3.28,1171
4856,0.9,Very Good,G,VS2,62.5,57,6.12,6.14,3.83,4600
4859,0.34,Ideal,F,VVS2,59.1,57,4.66,4.61,2.74,1071
4860,0.75,Premium,E,SI1,59.9,54,6,5.96,3.58,2760
4863,1.03,Ideal,J,SI1,62.3,56,6.51,6.45,4.04,3893
4864,0.33,Ideal,G,VS1,62.1,54,4.45,4.47,2.77,666
4866,0.7,Very Good,E,SI1,59.6,63,5.72,5.65,3.39,2396
4868,1.51,Very Good,I,IF,62.2,62,7.3,7.33,4.55,12291
4875,0.37,Ideal,E,VS1,61.3,55,4.68,4.65,2.86,999
4880,0.53,Premium,G,VS2,60.7,59,5.24,5.18,3.16,1607
4881,1.27,Premium,I,SI1,62.3,56,6.93,6.85,4.29,5547
4883,0.36,Premium,E,VS2,,58,4.56,4.54,2.82,1013
4885,1.04,Good,G,VS1,58.9,64,6.6,6.64,3.9,6151
4886,1.29,Ideal,H,SI1,63.2,57,6.89,6.96,4.38,6760
4889,1.1,Ideal,G,VS1,61.3,54,6.69,6.65,4.09,6535
4896,1.2,Premium,F,SI2,62.8,57,6.78,6.73,4.24,5988
4903,0.71,Premium,D,SI2,62.8,57,5.69,5.64,3.56,2368
4909,0.31,Good,D,SI2,63.1,54,4.33,4.38,2.75,462
4910,0.4,Premium,D,SI2,61.9,58,4.71,4.73,2.92,666
4912,0.57,Premium,H,SI1,59.3,58,5.46,5.4,3.22,1309
4913,1.44,Ideal,G,I1,63.2,55,7.21,7.18,4.54,6096
4914,0.25,Very Good,E,VVS1,60.2,59,4.11,4.13,2.48,575
4916,0.91,Ideal,J,VS1,60.7,57,6.26,6.23,3.79,3296
4917,0.7,Ideal,D,VS2,61.4,55,5.71,5.75,3.52,3360
4919,0.29,Ideal,H,VS2,62.8,55,4.24,4.27,2.67,498
4921,0.33,Ideal,F,VVS1,62.4,54,4.44,4.47,2.78,880
4926,0.59,Ideal,G,IF,62.5,57,5.34,5.38,3.35,2611
4927,1.15,Ideal,I,VS1,62.1,55,6.76,6.67,4.18,5626
4930,0.26,Ideal,G,IF,62.5,57,4.06,4.1,2.55,605
4931,1,Very Good,E,VS1,63.2,55,6.34,6.29,3.99,7532
4933,1.5,Good,F,SI1,63.4,58,7.16,7.2,4.55,10766
4939,0.35,Premium,F,VS1,60.7,58,4.58,4.54,2.77,984
4947,1.02,Fair,F,SI2,65.5,59,6.27,6.24,4.1,3754
4950,0.32,Ideal,G,VVS1,61.1,57,4.41,4.43,2.7,842
4952,1.08,Ideal,D,SI2,61.6,57,6.58,6.62,4.07,5256
4953,0.33,Ideal,G,VS1,62.1,54,4.47,4.42,2.76,854
4954,1.01,Ideal,G,SI2,61.6,54,6.4,6.45,3.96,4560
4963,1.02,Ideal,E,SI2,62.8,55,6.43,6.4,4.03,4478
4970,0.24,Ideal,G,VVS1,62.2,56,4,4.04,2.5,559
4971,0.31,Premium,D,VS1,59.6,58,4.38,4.41,2.62,683
4976,0.23,Ideal,F,VVS2,61.6,54,3.97,3.99,2.45,650
4977,0.32,Ideal,E,VS1,59.5,57,4.45,4.49,2.66,657
4978,0.7,Ideal,E,VS2,62.7,56,5.73,5.63,3.56,2697
4981,0.33,Ideal,I,IF,61.1,56,4.45,4.49,2.73,675
4983,0.42,Very Good,F,VVS1,63,59,4.75,4.81,3.01,1154
4984,0.43,Premium,G,VS2,60.8,59,4.86,4.91,2.97,867
4986,0.7,Premium,D,VS1,62.5,60,5.62,5.67,3.53,3471
4987,1.02,Very Good,D,SI2,58.8,58,6.62,6.68,3.91,4964
4989,0.82,Ideal,F,SI1,62.6,57,5.96,6.02,3.75,2974
4992,0.3,Premium,H,VVS1,60.7,58,4.38,4.35,2.65,796
4994,0.99,Fair,J,SI1,55,61,6.72,6.67,3.68,2812
4995,0.33,Ideal,E,VVS2,60.9,56,4.45,4.48,2.72,814
4996,0.4,Ideal,H,VVS2,62.3,57,4.73,4.71,2.94,1125
4999,0.3,Good,H,VVS2,63.4,57,4.21,4.24,2.68,605
5001,1.01,Premium,H,VS2,62.3,58,6.45,6.36,3.99,4412
5002,1.14,Ideal,G,VVS2,61,56,6.74,6.76,4.12,9013
5003,0.72,Premium,F,SI1,61.7,59,5.74,5.7,3.53,2492
5007,0.5,Ideal,E,SI1,63,56,5.13,5.06,3.21,1317
5008,1,Ideal,D,SI1,62.7,57,6.34,6.38,3.99,6073
5010,0.7,Very Good,E,SI1,59.1,63,5.89,5.81,3.46,2184
5014,0.72,Good,G,VS2,63.4,53,5.72,5.79,3.64,2311
5015,0.32,Ideal,E,VVS1,61.6,56,4.41,4.42,2.72,954
5016,1.13,Ideal,G,VS1,61.7,54,6.77,6.71,4.16,7404
5018,0.4,Very Good,J,VS1,63.5,56,4.7,4.69,2.98,756
5020,0.3,Ideal,F,VVS1,61.7,58,4.26,4.3,2.64,814
5026,1.23,Ideal,J,SI1,61.3,54,6.92,6.97,4.26,5181
5027,0.54,Premium,F,SI1,59.7,59,5.36,5.3,3.18,1369
5030,0.3,Premium,I,VS1,60.4,58,4.4,4.34,2.64,608
5034,0.53,Good,H,SI1,63.7,55,5.12,5.15,3.27,1132
5035,0.71,Ideal,F,VS1,61.3,56,5.69,5.75,3.51,3710
5041,0.8,Ideal,E,VS2,62.2,57,5.98,5.95,3.71,3584
5045,1.51,Premium,G,VS2,61.2,61,7.44,7.33,4.52,13194
5046,0.71,Ideal,E,SI2,,57,5.89,5.86,3.44,2340
5050,1.01,Ideal,E,SI2,59.6,60,6.52,6.6,3.91,4604
5051,0.71,Ideal,E,SI1,61.5,57,5.7,5.75,3.52,2654
5057,0.43,Premium,D,SI1,62.4,60,4.82,4.79,3,1022
5058,1.2,Very Good,J,VS1,,59,6.67,6.72,4.26,5257
5059,0.7,Good,J,SI2,61.2,64,5.68,5.73,3.49,1824
5064,0.35,Ideal,J,IF,61.8,55,4.54,4.56,2.81,569
5067,0.3,Ideal,J,VS2,61.9,56,4.33,4.3,2.67,630
5068,2.01,Fair,J,VS1,66.6,54,7.76,7.92,5.22,14402
5069,1.52,Very Good,I,VS2,62.3,58,7.32,7.28,4.55,10051
5070,0.33,Ideal,I,VVS2,62.4,57,4.44,4.41,2.76,743
5071,1.05,Ideal,I,SI2,60.9,57,6.55,6.62,4.01,4163
5074,0.7,Very Good,I,VVS1,58.8,61,5.78,5.82,3.41,2389
5075,2.5,Fair,H,SI2,64.9,58,8.46,8.43,5.48,13278
5077,0.95,Very Good,G,SI2,62.6,58,6.17,6.23,3.88,4194
5078,0.3,Premium,F,VS2,61.8,60,4.27,4.3,2.65,524
5079,0.52,Premium,G,VVS2,61,58,5.21,5.15,3.16,1835
5086,0.5,Very Good,H,VS1,64.6,56,4.97,5.06,3.24,1426
5087,0.4,Premium,G,IF,60.8,58,4.73,4.77,2.89,1333
5089,0.9,Good,H,VS1,64.1,57,6.07,6.04,3.88,4234
5092,0.9,Premium,F,SI1,62.6,62,6.13,6.11,3.83,3437
5095,0.32,Ideal,H,VVS2,61.2,56,4.4,4.43,2.7,645
5100,1.74,Ideal,D,SI2,64.5,56,7.56,7.54,4.87,12361
5101,1.52,Ideal,D,VS1,61.2,57,7.4,7.46,4.55,17659
5103,1.01,Very Good,H,VS2,63.1,59,6.34,6.3,3.99,5260
5108,0.3,Ideal,F,IF,62.3,55,4.29,4.31,2.68,886
5110,0.27,Very Good,F,VVS2,61.8,57,4.15,4.17,2.57,682
5113,0.3,Ideal,G,VS1,62.5,57,4.32,4.29,2.69,776
5114,0.4,Premium,G,VS1,60.3,59,4.8,4.76,2.88,1125
5116,0.41,Ideal,G,VS2,60.9,57,4.79,4.84,2.93,827
5124,1.51,Very Good,J,VVS2,62.9,58,7.21,7.33,4.57,8770
5127,0.6,Premium,G,VVS1,60,58,5.53,5.43,3.29,2444
5128,0.57,Ideal,F,VVS1,61.1,55,5.36,5.44,3.3,3057
5129,1.2,Very Good,J,VS2,63.1,56,6.77,6.71,4.25,4232
5130,0.81,Ideal,H,VVS2,62,57,5.93,5.97,3.69,3497
5131,0.41,Very Good,G,VS1,60.5,57,4.81,4.85,2.92,899
5145,1.11,Ideal,F,VS2,61.9,55,6.62,6.66,4.11,7823
5146,1.7,Good,H,SI1,64.1,58,7.54,7.51,4.83,9158
5147,2.02,Fair,H,SI2,56.5,61,8.33,8.37,4.72,14080
5148,0.42,Premium,F,VVS2,59.6,59,4.83,4.86,2.89,1142
5149,0.91,Ideal,H,SI2,60.3,57,6.27,6.31,3.79,3423
5156,1.01,Fair,F,VS2,61.1,60,6.49,6.4,3.94,6271
5157,2,Good,H,SI1,63.3,59,7.96,8.03,5.06,17600
5159,0.7,Ideal,E,SI2,61.9,57,5.66,5.69,3.51,2398
5161,0.7,Ideal,H,VS2,61.4,56,5.72,5.75,3.52,2733
5162,1.01,Ideal,I,VVS1,61.7,56,6.42,6.47,3.98,5478
5163,0.3,Premium,F,VVS2,61.6,58,4.35,4.28,2.66,945
5164,0.59,Premium,E,VS2,59.1,61,5.61,5.53,3.29,1641
5165,0.5,Very Good,I,VS2,61.7,58,5.08,5.13,3.15,1176
5166,1.13,Premium,F,I1,62.3,56,6.69,6.61,4.14,3607
5167,0.8,Very Good,F,VS2,62.1,60,5.86,5.92,3.66,3471
5168,1.25,Very Good,G,VS1,62.7,56,6.81,6.93,4.31,8580
5170,0.74,Good,G,VS2,64.2,53,5.72,5.69,3.66,2322
5171,0.32,Ideal,D,VVS2,61.6,55,4.41,4.45,2.73,1107
5172,0.31,Ideal,F,VS1,61.5,54,4.36,4.39,2.69,642
5174,1.24,Fair,F,SI2,64.9,60,6.7,6.63,4.32,4375
5177,1.21,Very Good,I,SI2,62.1,59,6.8,6.86,4.24,4791
5178,1.08,Premium,F,SI2,62.7,58,6.53,6.49,4.08,3992
5184,0.39,Ideal,H,SI1,61.9,55.7,4.66,4.71,2.9,654
5186,1.21,Premium,J,VVS2,61.7,60,6.82,6.85,4.22,5431
5188,0.47,Very Good,F,VVS2,60.9,59,4.99,5.03,3.05,1418
5190,1.2,Good,H,VS2,63.3,59,6.74,6.78,4.28,6710
5191,0.4,Ideal,E,VS2,62.6,57,4.7,4.73,2.95,912
5192,1.12,Premium,E,SI2,62.4,58,6.59,6.64,4.13,4277
5194,1.03,Premium,F,VS1,62.2,57,6.51,6.47,4.04,7365
5198,0.56,Ideal,D,VS2,61.4,57,5.36,5.32,3.28,2066
5199,0.34,Ideal,E,SI1,61,55,4.54,4.56,2.77,637
5202,1.7,Premium,I,VVS2,61.7,57.4,7.62,7.67,4.71,13127
5204,0.39,Very Good,D,VVS1,63,60,4.61,4.63,2.91,1092
5207,0.41,Good,G,SI2,63.6,54,4.7,4.74,3,611
5215,0.61,Ideal,F,VVS2,61.8,55,5.43,5.47,3.37,2634
5220,0.7,Very Good,F,SI1,63.5,59,5.59,5.65,3.57,2264
5223,0.59,Premium,E,SI1,58.7,57,5.53,5.47,3.23,1550
5226,0.78,Very Good,H,SI2,62.9,55,5.83,5.87,3.68,2125
5228,1.06,Ideal,E,VS1,62.1,57,6.52,6.49,4.04,8567
5230,1.02,Very Good,F,VVS2,60.9,56,6.44,6.5,3.94,9205
5231,0.41,Premium,H,VS1,58.2,59,4.92,4.88,2.85,990
5234,0.3,Ideal,G,IF,62,56,4.3,4.31,2.67,895
5235,0.7,Very Good,G,VVS2,59.3,62,5.78,5.82,3.44,2905
5239,0.26,Very Good,F,VVS1,61.7,57,4.09,4.13,2.53,657
5240,0.53,Very Good,J,SI1,61.5,56,5.18,5.21,3.19,1044
5250,1.56,Good,J,VS2,62.3,64,7.41,7.36,4.6,8107
5254,1.05,Premium,G,VS2,61.9,59,6.56,6.52,4.05,5821
5256,1.22,Ideal,G,VS2,62,57,6.88,6.83,4.25,8062
5257,1.11,Ideal,I,SI1,61.7,57,6.61,6.64,4.09,6090
5260,1.28,Very Good,I,SI2,62.6,58,6.87,6.89,4.32,5654
5262,1.28,Premium,G,VS1,60.9,58,7.09,7.01,4.29,9505
5264,0.41,Ideal,F,VS2,61.8,57,4.73,4.78,2.94,863
5265,0.33,Good,E,VS2,57.3,59,4.6,4.62,2.64,574
5273,1.2,Fair,I,SI1,66.2,59,6.55,6.47,4.31,4368
5274,1.15,Very Good,G,SI1,61.3,62,6.68,6.72,4.11,5538
5278,0.32,Ideal,D,SI2,61.7,55,4.4,4.38,2.71,612
5279,0.31,Ideal,H,VS1,61.7,57,4.34,4.38,2.69,544
5280,1.22,Ideal,G,VS1,62.5,57,6.82,6.77,4.25,8608
5284,0.73,Very Good,G,VS1,62.4,58.1,5.71,5.75,3.58,2999
5288,0.31,Ideal,D,VS2,61.8,55,4.37,4.33,2.69,942
5292,1.06,Premium,H,VS2,62,58,6.5,6.57,4.05,5783
5293,1.51,Premium,H,SI2,59.4,62,7.47,7.31,4.39,7235
5294,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,1218
5299,0.7,Very Good,E,VS2,60.2,62,5.71,5.75,3.45,2843
5300,0.7,Ideal,G,VVS1,61.6,55,5.72,5.75,3.53,3073
5301,0.32,Premium,G,VS1,61,59,4.43,4.39,2.69,828
5304,1,Ideal,I,SI2,58.8,55,6.53,6.46,3.82,3629
5307,0.32,Premium,F,VS2,61.1,58,4.42,4.39,2.69,828
5308,0.4,Premium,D,SI2,62.1,60,4.75,4.69,2.93,855
5316,1.2,Ideal,G,VS2,,54.7,6.79,6.85,4.25,8040
5320,1.21,Ideal,H,SI1,62.6,53,6.87,6.8,4.28,6025
5321,1.12,Premium,H,SI2,61,56,6.68,6.65,4.07,4077
5324,0.57,Very Good,J,IF,59.8,59,5.39,5.41,3.23,1592
5327,1.06,Very Good,E,SI2,62.1,56,6.52,6.59,4.07,4972
5329,0.38,Good,E,IF,59.1,58,4.74,4.77,2.81,1318
5331,0.27,Very Good,E,VVS1,59.9,57,4.23,4.25,2.54,620
5333,0.9,Fair,D,SI1,64,63,6.12,6.04,3.89,4796
5334,0.31,Ideal,F,IF,60.2,57,4.38,4.44,2.65,1155
5335,0.7,Very Good,D,VS1,62.8,59,5.63,5.68,3.55,3247
5338,1.25,Very Good,E,VS2,61.6,57,6.9,6.94,4.26,8851
5344,0.3,Premium,H,SI1,,58,4.28,4.24,2.68,554
5348,1.01,Ideal,H,VS2,62.1,54,6.5,6.44,4.02,4909
5349,0.51,Very Good,F,VVS2,62,55,5.11,5.14,3.17,2041
5350,1.01,Very Good,F,VS2,63.8,55,6.31,6.38,4.05,7135
5352,0.42,Ideal,G,VS2,61.8,56,4.84,4.81,2.98,1087
5353,0.25,Premium,F,IF,61.1,58,4.1,4.08,2.5,740
5355,1.26,Very Good,D,SI1,59.9,59,7.02,7.14,4.24,7785
5357,0.66,Ideal,H,VS1,62.7,55,5.6,5.57,3.5,2222
5359,0.32,Ideal,D,VVS2,61.3,55,4.4,4.44,2.71,867
5360,0.41,Ideal,F,VS2,62.3,57,4.78,4.75,2.97,1107
5361,1,Very Good,F,SI1,63.2,54,6.3,6.23,3.96,4088
5362,0.58,Good,G,VS2,58.4,59,5.4,5.46,3.17,1605
5365,0.31,Ideal,F,IF,62.2,56,4.31,4.34,2.69,979
5370,1.7,Very Good,I,VS1,60.6,59,7.64,7.67,4.64,11514
5375,0.78,Good,H,VS2,63.7,60,5.77,5.73,3.66,2440
5386,0.91,Premium,D,SI1,63,59,6.15,6.11,3.86,4352
5389,0.51,Very Good,G,VS2,62.7,57,5.05,5.12,3.19,1438
5391,0.38,Ideal,I,VS1,61.5,55.1,4.66,4.7,2.88,703
5392,0.3,Ideal,F,VS1,62.2,56,4.31,4.34,2.69,621
5393,1,Premium,G,VS2,60.6,59,6.42,6.36,3.87,6451
5396,0.52,Very Good,I,VVS2,61.9,56,5.16,5.18,3.2,1289
5397,0.71,Ideal,E,SI1,62,56,5.72,5.77,3.56,2308
5399,0.73,Premium,D,VS2,60.9,59,5.82,5.77,3.53,2947
5400,0.5,Premium,D,VVS1,61.5,58,5.12,5.06,3.13,2525
5401,0.24,Very Good,G,VVS1,62.3,59,3.92,3.95,2.45,432
5403,0.59,Fair,G,I1,64.6,56,5.26,5.2,3.38,903
5405,1,Very Good,G,VS2,61.8,59,6.29,6.37,3.91,5600
5406,2.04,Good,D,SI1,61.9,60,8.15,8.11,5.03,18468
5407,0.3,Very Good,G,IF,62.9,58,4.21,4.25,2.66,895
5410,0.3,Very Good,G,IF,62.6,56,4.27,4.29,2.68,863
5411,1.01,Very Good,E,VS2,63.3,56,6.34,6.37,4.02,6522
5412,1.24,Ideal,H,VS2,,59,6.99,7.03,4.21,7701
5414,1,Premium,E,SI2,58.5,59,6.62,6.51,3.84,3450
5415,1.09,Ideal,E,VVS2,60.9,56,6.66,6.7,4.07,10333
5416,1.54,Very Good,D,VS1,59.1,59,7.51,7.55,4.45,16750
5418,0.5,Ideal,E,VS2,63.8,54,5.07,5.05,3.23,1845
5420,1.5,Good,J,VS1,63.3,57,7.2,7.24,4.57,8736
5423,1.5,Fair,J,SI2,65.5,60,7.07,7.03,4.62,5268
5428,0.3,Ideal,F,VVS1,61.2,55,4.33,4.36,2.66,802
5429,0.73,Very Good,D,SI1,62.2,57,5.74,5.78,3.58,2197
5431,0.43,Good,D,SI2,63.3,57,4.79,4.82,3.04,669
5434,0.85,Very Good,D,SI1,60.3,57,6.09,6.22,3.71,3669
5435,0.32,Ideal,D,SI1,59.6,57,4.42,4.47,2.65,589
5436,3.01,Fair,I,SI2,65.8,56,8.99,8.94,5.9,18242
5439,1.7,Ideal,H,VS2,62.8,55,7.61,7.54,4.76,10333
5442,0.37,Premium,D,VVS2,61,60,4.64,4.61,2.82,1145
5443,0.7,Good,E,SI2,57.8,61,5.88,5.82,3.38,2310
5445,0.7,Very Good,H,VS2,62.1,55,5.66,5.71,3.53,2106
5446,1.64,Premium,E,SI2,61.9,61,7.54,7.51,4.66,8835
5447,0.75,Ideal,E,SI2,61.7,55,5.9,5.86,3.63,2609
5448,1.11,Premium,E,SI1,61.3,58,6.66,6.61,4.07,5908
5450,0.52,Ideal,D,SI1,61.8,56,5.18,5.15,3.19,1605
5456,0.91,Very Good,F,SI1,60.1,58,6.3,6.35,3.8,3879
5457,1.02,Ideal,G,VVS2,61.1,57,6.48,6.51,3.97,7898
5462,1.09,Very Good,G,VS1,62.5,59,6.54,6.57,4.1,6827
5464,1.01,Ideal,H,VS2,60.6,57,6.54,6.49,3.95,5317
5465,0.43,Good,G,SI1,63.1,58,4.75,4.79,3.01,704
5466,0.58,Ideal,G,IF,60.9,57,5.39,5.46,3.3,2508
5471,0.37,Ideal,F,VS2,61.7,55,4.61,4.73,2.88,759
5477,1.23,Premium,G,SI1,62.4,55,6.89,6.83,4.28,6750
5478,1.21,Ideal,J,VS1,62.3,55,6.81,6.86,4.26,5324
5479,2.04,Very Good,I,SI2,62.5,52,8.02,8.17,5.06,14477
5480,0.59,Very Good,E,SI2,60.5,58,5.43,5.51,3.31,1325
5481,0.72,Ideal,H,VVS2,60.9,56,5.78,5.84,3.54,3475
5483,0.31,Ideal,H,SI1,61.3,57,4.36,4.38,2.68,421
